"Denominación_social";"Domicilio_social";"Latitud";"Longitud";"Fecha_constitución";"CNAE";"Objeto_social";"Tamaño_empresa_por_facturación";"Índice_crec_interanual_ventas";"Tamaño_empresa_por_empleados";"Empleo_fijo";"Empleo_temporal";"Teléfono";"Estado";"URL";"Metatag_descripción";"RRSS";"Cotización_en_bolsa";"Actividad_internacional";"Capital_social";"Empleados";"Empleados_año";"Resultado";"stringasfactor"
"De La Roca Martinez Ruben";"-";NA;NA;"-";"4520 - Mantenimiento y reparación de vehículos de motor";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"De La Hoz Vazquez Marcelo";"-";NA;NA;"-";"4322 - Fontanería, instalaciones de sistemas de calefacción y aire acondicionado";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Arranz Alvarez Beatriz";"-";NA;NA;"-";"4772 - Comercio al por menor de calzado y artículos de cuero en establecimientos especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Hernando Vicario Ricardo";"-";NA;NA;"-";"5630 - Establecimientos de bebidas";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Jorde Gonzalez Juan Antonio";"-";NA;NA;"-";"7311 - Agencias de publicidad";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Sanz Frutos Mariano";"-";NA;NA;"-";"9319 - Otras actividades deportivas";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Santillan Perosanz Diana";"-";NA;NA;"-";"1072 - Fabricación de galletas y productos de panadería y pastelería de larga duración";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Velasco Garcia Miguel Angel";"-";NA;NA;"-";"4941 - Transporte de mercancías por carretera";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Jimenez Borja Constantino Miguel";"-";NA;NA;"-";"4781 - Comercio al por menor de productos alimenticios, bebidas y tabaco en puestos de venta y mercadillos";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Fernandez Lozano Rosa Maria";"-";NA;NA;"-";"4751 - Comercio al por menor de textiles en establecimientos especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Rojo De Frutos Jesus Pergentino";"-";NA;NA;"-";"4648 - Comercio al por mayor de artículos de relojería y joyería";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Merino Gonzalez Carlos";"-";NA;NA;"-";"4777 - Comercio al por menor de artículos de relojería y joyería en establecimientos especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Iglesias Hidalgo Isabel";"-";NA;NA;"-";"4719 - Otro comercio al por menor en establecimientos no especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Illera Iglesias Jose Tomas";"-";NA;NA;"-";"0161 - Actividades de apoyo a la agricultura";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"De La Morena Cañada Daniel";"-";NA;NA;"-";"5630 - Establecimientos de bebidas";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Abad Izcara Jaime";"-";NA;NA;"-";"4399 - Otras actividades de construcción especializada n.c.o.p.";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Alameda Pardo Felipe";"-";NA;NA;"-";"4941 - Transporte de mercancías por carretera";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Gonzalez Gomez Antolin";"-";NA;NA;"-";"1039 - Otro procesado y conservación de frutas y hortalizas";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Cabestrero Blanco Alberto";"-";NA;NA;"-";"4639 - Comercio al por mayor, no especializado, de productos alimenticios, bebidas y tabaco";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Maestre Casas Angel";"-";NA;NA;"-";"0161 - Actividades de apoyo a la agricultura";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Gonzalez De La Fuente Santiago";"-";NA;NA;"-";"4941 - Transporte de mercancías por carretera";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Jimeno Ferreras Nuria";"-";NA;NA;"-";"4761 - Comercio al por menor de libros en establecimientos especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Jorge Carrasco Alberto";"-";NA;NA;"-";"4121 - Construcción de edificios residenciales";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Calcedo Arroyo Enrique";"-";NA;NA;"-";"4511 - Venta de automóviles y vehículos de motor ligeros";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Plaza Esteban Maria Juana";"-";NA;NA;"-";"0161 - Actividades de apoyo a la agricultura";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Esteban Domingo Maria Natividad";"-";NA;NA;"-";"4932 - Transporte por taxi";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Cerezo Alvarez Alfredo";"-";NA;NA;"-";"3519 - Producción de energía eléctrica de otros tipos";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Higuero Mate Jose Felix";"-";NA;NA;"-";"4322 - Fontanería, instalaciones de sistemas de calefacción y aire acondicionado";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Ajenjo Carazo Javier";"-";NA;NA;"-";"5630 - Establecimientos de bebidas";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Gonzalez Fernandez Laura Isabel";"-";NA;NA;"-";"4724 - Comercio al por menor de pan y productos de panadería, confitería y pastelería en establecimientos especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Martin Figuero Eduardo";"-";NA;NA;"-";"4941 - Transporte de mercancías por carretera";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Rodriguez Salvador Jesus";"-";NA;NA;"-";"4322 - Fontanería, instalaciones de sistemas de calefacción y aire acondicionado";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Fernando Sancho Alvaro";"-";NA;NA;"-";"5630 - Establecimientos de bebidas";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Echevarria Bañuelos Maria Angeles";"-";NA;NA;"-";"4677 - Comercio al por mayor de chatarra y productos de desecho";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Figuero Manso Guiomar";"-";NA;NA;"-";"9602 - Peluquería y otros tratamientos de belleza";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Martin De Diego Juan";"-";NA;NA;"-";"5630 - Establecimientos de bebidas";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Higuero Carrascal David";"-";NA;NA;"-";"4511 - Venta de automóviles y vehículos de motor ligeros";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Martinez Cebrecos Justo";"-";NA;NA;"-";"2512 - Fabricación de carpintería metálica";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Garcia Martin Mercedes";"-";NA;NA;"-";"4771 - Comercio al por menor de prendas de vestir en establecimientos especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"De Mata Aparicio Jesus Ignacio";"-";NA;NA;"-";"4777 - Comercio al por menor de artículos de relojería y joyería en establecimientos especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Peña Delgado Leopoldo";"-";NA;NA;"-";"5630 - Establecimientos de bebidas";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Gutierrez Gutierrez Jesus";"-";NA;NA;"-";"8121 - Limpieza general de edificios";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Garcia Bermudez Juan Jose";"-";NA;NA;"-";"4321 - Instalaciones eléctricas";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Ontoso Perez Alberto";"-";NA;NA;"-";"4399 - Otras actividades de construcción especializada n.c.o.p.";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Perez Hornillos Inmaculada";"-";NA;NA;"-";"4773 - Comercio al por menor de productos farmacéuticos en establecimientos especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Rejas Duque Jaime";"-";NA;NA;"-";"0161 - Actividades de apoyo a la agricultura";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Paez Diez Jesus Antonio";"-";NA;NA;"-";"4941 - Transporte de mercancías por carretera";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Marcos Blanco Francisco";"-";NA;NA;"-";"4932 - Transporte por taxi";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Revilla Martinez Jose Manuel";"-";NA;NA;"-";"4752 - Comercio al por menor de ferretería, pintura y vidrio en establecimientos especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Pecharroman Ramos Joaquin";"-";NA;NA;"-";"4399 - Otras actividades de construcción especializada n.c.o.p.";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Rodriguez Bautista Luisa";"-";NA;NA;"-";"5630 - Establecimientos de bebidas";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Hens Pulido Paloma Rosario";"-";NA;NA;"-";"5819 - Otras actividades editoriales";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Machio Guisado Juan Carlos";"-";NA;NA;"-";"4334 - Pintura y acristalamiento";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Torres Nuñez Ines";"-";NA;NA;"-";"4759 - Comercio al por menor de muebles, aparatos de iluminación y otros artículos de uso doméstico en establecimientos especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Santo Domingo Garcia Encarnacion";"-";NA;NA;"-";"4941 - Transporte de mercancías por carretera";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Domingo Pecharroman Daniel";"-";NA;NA;"-";"4322 - Fontanería, instalaciones de sistemas de calefacción y aire acondicionado";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Gutierrez Lopez Jose Maria";"-";NA;NA;"-";"4334 - Pintura y acristalamiento";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Camara Abejon Rodrigo Carlos";"-";NA;NA;"-";"4778 - Otro comercio al por menor de artículos nuevos en establecimientos especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Garcia Peña Alejandro";"-";NA;NA;"-";"5630 - Establecimientos de bebidas";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Moran Quiza Milagros";"-";NA;NA;"-";"5630 - Establecimientos de bebidas";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Peña Perez Ruben";"-";NA;NA;"-";"4611 - Intermediarios del comercio de materias primas agrarias, animales vivos, materias primas textiles y productos semielaborados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Romaniega Perosanz Alba";"-";NA;NA;"-";"4941 - Transporte de mercancías por carretera";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Rico Martinez Ignacio";"-";NA;NA;"-";"4722 - Comercio al por menor de carne y productos cárnicos en establecimientos especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Martin Martin Francisco Javier";"-";NA;NA;"-";"4941 - Transporte de mercancías por carretera";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Lorenzo Cabello Francisco Javier";"-";NA;NA;"-";"4754 - Comercio al por menor de aparatos electrodomésticos en establecimientos especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Benito Lopez Clemente";"-";NA;NA;"-";"4941 - Transporte de mercancías por carretera";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Simon Garcia David";"-";NA;NA;"-";"6920 - Actividades de contabilidad, teneduría de libros, auditoría y asesoría fiscal";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Ruiz Sanchez Samanta";"-";NA;NA;"-";"9602 - Peluquería y otros tratamientos de belleza";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Alvarez Colomo Patricia";"-";NA;NA;"-";"5630 - Establecimientos de bebidas";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Oquillas Madrigal Alvaro";"-";NA;NA;"-";"4334 - Pintura y acristalamiento";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Gonzalez Ortega Samuel";"-";NA;NA;"-";"4520 - Mantenimiento y reparación de vehículos de motor";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Miguel Sanz Maria Carmen";"-";NA;NA;"-";"8559 - Otra educación n.c.o.p.";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Domingo Martinez Jose Antonio";"-";NA;NA;"-";"4334 - Pintura y acristalamiento";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Martin Raymondi Iris Teresa";"-";NA;NA;"-";"8622 - Actividades de medicina especializada";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Del Barrio Perez Luis";"-";NA;NA;"-";"4121 - Construcción de edificios residenciales";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Bermudez De Andres Jose Maria";"-";NA;NA;"-";"5630 - Establecimientos de bebidas";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Peñacoba Martin Jaime";"-";NA;NA;"-";"0161 - Actividades de apoyo a la agricultura";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Ulloa Herguera Santiago";"-";NA;NA;"-";"4121 - Construcción de edificios residenciales";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Piloso Parra Johanna Yessenia";"-";NA;NA;"-";"4771 - Comercio al por menor de prendas de vestir en establecimientos especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Camarero Plaza Jorge";"-";NA;NA;"-";"4932 - Transporte por taxi";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Serrano Andres David";"-";NA;NA;"-";"4322 - Fontanería, instalaciones de sistemas de calefacción y aire acondicionado";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Anton Cuadrado Raul";"-";NA;NA;"-";"7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Roman Benito Sonia Maria";"-";NA;NA;"-";"9602 - Peluquería y otros tratamientos de belleza";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Benito Lobo Maria Elena";"-";NA;NA;"-";"4399 - Otras actividades de construcción especializada n.c.o.p.";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Pascual Aparicio Ramon";"-";NA;NA;"-";"4334 - Pintura y acristalamiento";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Lorenzo Cazorro Maria Dolores";"-";NA;NA;"-";"4932 - Transporte por taxi";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Gonzalez Martin Maria Angeles";"-";NA;NA;"-";"6832 - Gestión y administración de la propiedad inmobiliaria";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Sacristan Alvaro Vega";"-";NA;NA;"-";"9602 - Peluquería y otros tratamientos de belleza";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Ballesteros Oriza Fernando";"-";NA;NA;"-";"4719 - Otro comercio al por menor en establecimientos no especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Yicel Mejia Pujols Altagracia";"-";NA;NA;"-";"4719 - Otro comercio al por menor en establecimientos no especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Muñoz Garcia Edwin Orlando";"-";NA;NA;"-";"4399 - Otras actividades de construcción especializada n.c.o.p.";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Fernandez Dainys Alonso";"-";NA;NA;"-";"5630 - Establecimientos de bebidas";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Sanz Martinez Pilar";"-";NA;NA;"-";"4941 - Transporte de mercancías por carretera";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Velasco Sanz Yoanna";"-";NA;NA;"-";"9602 - Peluquería y otros tratamientos de belleza";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Garcia Velasco Veronica";"-";NA;NA;"-";"9602 - Peluquería y otros tratamientos de belleza";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Vallejo Nicolas Santiago";"-";NA;NA;"-";"4399 - Otras actividades de construcción especializada n.c.o.p.";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Sanz Angulo Jose";"-";NA;NA;"-";"8559 - Otra educación n.c.o.p.";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Martin San Martin Rebeca";"-";NA;NA;"-";"9602 - Peluquería y otros tratamientos de belleza";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Dominguez Castro Jose Francisco";"-";NA;NA;"-";"5630 - Establecimientos de bebidas";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Garcia Martin Maria";"-";NA;NA;"-";"0161 - Actividades de apoyo a la agricultura";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Rodriguez Perez Jose Manuel";"-";NA;NA;"-";"4399 - Otras actividades de construcción especializada n.c.o.p.";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Sillero Sanchez Jose Carlos";"-";NA;NA;"-";"8559 - Otra educación n.c.o.p.";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Crespo Marcos Jesus Ignacio";"-";NA;NA;"-";"4729 - Otro comercio al por menor de productos alimenticios en establecimientos especializados";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Calvo Velasco Felix";"-";NA;NA;"-";"0161 - Actividades de apoyo a la agricultura";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Elena Rojo Ignacio Julian";"-";NA;NA;"-";"5630 - Establecimientos de bebidas";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Benito Medrano Fernando";"-";NA;NA;"-";"4799 - Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Alvaro Peña Desiderio";"-";NA;NA;"-";"4711 - Comercio al por menor en establecimientos no especializados, con predominio en productos alimenticios, bebidas y tabaco";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Nuñez Domingo Pablo";"-";NA;NA;"-";"4399 - Otras actividades de construcción especializada n.c.o.p.";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Arandilla Cuevas Rosa Maria";"-";NA;NA;"-";"5610 - Restaurantes y puestos de comidas";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Hortiguela Gonzalez Jose Mario";"-";NA;NA;"-";"4334 - Pintura y acristalamiento";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Simon Bayo Raimundo";"-";NA;NA;"-";"4941 - Transporte de mercancías por carretera";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Peña Montes Ignacio";"-";NA;NA;"-";"4677 - Comercio al por mayor de chatarra y productos de desecho";"-";"-";"-";"-";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"-";"-";"-";FALSE
"Avila Peña Juan Fernando";"-";NA;NA;"-";"4329 - Otras instalaciones en obras de construcción";"Impermeabilizaciones y aislamientos térmicos, en naves, edificios,etc.";"-";"-";"Menos de 5";"-";"-";"-";"Activa";"-";"-";"-";"-";"No constan";"-";"3 (año 2010)";"2010";"-";FALSE
